NORMAL,1,0.17087703974770882,3762.0
NORMAL,1,0.17085626426882072,3699.0
NORMAL,1,0.17117614241047455,3660.0
NORMAL,1,0.17088551080486694,3682.0
NORMAL,1,0.17088739089858285,3660.0
NORMAL,1,0.17089188018517867,3659.0
NORMAL,1,0.1710453867624591,3655.0
NORMAL,1,0.17087125724700367,3684.0
NORMAL,1,0.17086184883498992,3660.0
NORMAL,1,0.1711663592998362,3737.0
NORMAL,1,0.17084932279106727,3678.0
NORMAL,1,0.17090622779748993,3763.0
NORMAL,1,0.17087154385741127,3692.0
NORMAL,1,0.17086502178054164,3662.0
NORMAL,1,0.17086057944095487,3657.0
NORMAL,1,0.17088584248774769,3678.0
NORMAL,1,0.1709846108599136,3661.0
NORMAL,1,0.17087635692192693,3655.0
NORMAL,1,0.1709621998654537,3656.0
NORMAL,1,0.17091531969105003,3666.0
NORMAL,1,0.17086942099206354,3653.0
NORMAL,1,0.1709910828838091,3667.0
NORMAL,1,0.17087771111404368,3659.0
NORMAL,1,0.1710705490175575,3654.0
NORMAL,1,0.17090456195679204,3674.0
NORMAL,1,0.17092084655066456,3660.0
NORMAL,1,0.17095581212287966,3649.0
NORMAL,1,0.17109324724848596,3672.0
NORMAL,1,0.17086240220706433,3662.0
NORMAL,1,0.1710273351991723,3712.0
NORMAL,1,0.1709169316543298,3678.0
NORMAL,1,0.1709899930559015,3669.0
NORMAL,1,0.1710873394949503,3662.0
NORMAL,1,0.17090415373719509,3667.0
NORMAL,1,0.17096124713600014,3658.0
NORMAL,1,0.17101352000528783,3658.0
NORMAL,1,0.1708638032792369,3653.0
NORMAL,1,0.1709093511827882,3762.0
NORMAL,1,0.17096752427315617,3658.0
NORMAL,1,0.17087583824271918,3676.0
NORMAL,1,0.1708599636466538,3673.0
NORMAL,1,0.1709060909767889,3653.0
NORMAL,1,0.17106409373357132,3655.0
NORMAL,1,0.1708608393545615,3663.0
NORMAL,1,0.17097249647766619,3651.0
NORMAL,1,0.17085742835489778,3680.0
NORMAL,1,0.17095838362360094,3773.0
NORMAL,1,0.17089786149974442,3719.0
NORMAL,1,0.17086780418348463,3661.0
NORMAL,1,0.17088037419770616,3651.0
NORMAL,1,0.170933682267125,3676.1599999999985
NORMAL,2,0.1710648449003629,2979.0
NORMAL,2,0.17099177112013472,2985.0
NORMAL,2,0.17084455779745142,2886.0
NORMAL,2,0.1711461513765686,2890.0
NORMAL,2,0.1709307435365961,3000.0
NORMAL,2,0.1708471397179499,2942.0
NORMAL,2,0.17174724751590575,2979.0
NORMAL,2,0.1710110491795691,2874.0
